,price_try,make,series,model,year,km,transmission,fuel,body_type,warranty,from_,wheel_drive,cylinder_number,torque_nm,engine_capacity_cc,engine_power_hp,max_power_rpm,min_power_rpm,acceleration_0to100_sec,max_speed_kmh,average_fuel_consumption_lt,painted_changed
428,629750,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016,90000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,260,1582,136,4000,1500,"10,7",190,"5,6",Tamamı orjinal
429,1100000,Audi,A3,A3 Sportback 1.6 TDI Ambition,2013,218000,Otomatik,Dizel,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,4,250,1598,105,3000,1500,"10,9",195,"3,9",Tamamı orjinal
430,712000,Renault,Fluence,1.5 dCi Icon,2015,191000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1461,110,4000,1750,11,185,"4,6",Belirtilmemiş
431,770000,Renault,Clio,1.0 SCe Joy,2020,15000,Düz,Benzin,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,3,95,999,72,6300,3500,"16,4",162,"4,9",Belirtilmemiş
432,995000,BMW,1 Serisi,116d Joy Plus,2016,188000,Otomatik,Dizel,Hatchback/5,Garantisi Var,Galeriden,Arkadan İtiş,3,270,1496,116,4000,1750,"10,3",200,"4,1",Belirtilmemiş
433,975000,Opel,Astra,1.6 CDTI Sport,2016,82000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,320,1598,136,3500,2000,"11,6",200,"5,1",Tamamı orjinal
434,925000,Renault,Megane,1.5 dCi Touch,2016,87000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1461,110,4000,1750,"12,5",190,"3,8",Tamamı orjinal
435,735000,Volkswagen,Golf,1.6 Trendline,2010,98000,Yarı Otomatik,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,148,1595,102,5600,3800,"11,3",188,"6,7",Belirtilmemiş
436,614500,Renault,Clio,1.5 dCi Joy,2018,135000,Düz,Dizel,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,4,200,1461,75,4000,1750,"14,5",168,"3,6","2 değişen, 5 boyalı"
437,624500,Renault,Clio,1.5 dCi Joy,2018,100000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,75,4000,1750,"14,5",168,"3,6","3 değişen, 3 boyalı"
438,569000,Citroen,C-Elysee,1.6 HDi Confort,2016,152000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,230,1560,93,3500,1750,"11,2",180,"4,3",Belirtilmemiş
439,450000,Fiat,Linea,1.3 Multijet Pop,2015,161000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9","1 değişen, 8 boyalı"
440,568500,Opel,Astra,1.3 CDTI Essentia Konfor,2011,190000,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,90,2500,1750,"15,2",171,5,7 boyalı
441,435000,Toyota,Yaris,1.3 Terra,2006,240000,Düz,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,116,1296,87,6000,4200,"11,5",170,6,Belirtilmemiş
442,585000,Fiat,Egea,1.3 Multijet Urban,2017,170000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,95,3750,1500,"11,7",183,"4,1",Belirtilmemiş
443,649500,Fiat,Egea,1.3 Multijet Easy,2019,165000,Düz,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,200,1248,95,3750,1500,"11,7",183,"4,1",Belirtilmemiş
444,649500,Fiat,Egea,1.3 Multijet Easy,2019,176000,Düz,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,200,1248,95,3750,1500,"11,7",183,"4,1",Belirtilmemiş
445,430000,Volkswagen,Golf,1.6 Comfortline,2003,237000,Otomatik,LPG & Benzin,Hatchback/3,Garantisi Yok,Galeriden,Önden Çekiş,4,148,1595,102,,,"12,5",181,"7,4",Belirtilmemiş
446,410000,Ford,Fiesta,1.4 TDCi Comfort,2007,230000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,160,1399,68,4000,2000,15,164,"4,3",8 boyalı
447,1555750,BMW,5 Serisi,525d xDrive M Sport,2013,189990,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,4WD (Sürekli),4,450,1995,218,4400,1500,7,240,"5,1",Belirtilmemiş
448,795000,Renault,Taliant,1.0 Tce Joy,2022,19000,Otomatik,Benzin,Sedan,Garantisi Var,Galeriden,Önden Çekiş,3,142,999,90,5000,1750,"13,9",169,"6,1",Belirtilmemiş
449,810000,Renault,Clio,1.0 TCe Joy,2022,4600,Otomatik,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,3,140,999,90,5500,2250,12,178,5,Tamamı orjinal
450,495500,Opel,Astra,1.3 CDTI Edition,2012,254000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,190,1248,95,4000,1750,"14,5",175,"4,1",Belirtilmemiş
451,"830000 
                                        


                                820000",Ford,Focus,1.5 TDCi Trend X,2016,191000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,300,1499,120,3600,1750,"10,9",193,"4,2",1 boyalı
452,130000,Tofaş,Şahin,1.6,1992,150000,Düz,LPG & Benzin,Sedan,Garantisi Var,Galeriden,Arkadan İtiş,4,122,1581,50 HP'ye kadar,5500,3250,,,,Belirtilmemiş
453,1350000,Audi,A3,A3 Sportback 1.4 TFSI Ambition,2015,115000,Yarı Otomatik,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1395,125,5000,1400,"9,3",206,"4,9",1 değişen
454,910000,BMW,5 Serisi,530d Standart,2004,345000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,6,500,2993,231,4000,2000,"7,3",243,"7,8",Belirtilmemiş
455,450000,Toyota,Yaris,1.4 D-4D Terra,2011,205000,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,205,1364,90,,,"10,7",175,"4,2",Belirtilmemiş
456,"233000 
                                        


                                228000",Fiat,Palio,1.4 EL,1999,229000,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,115,1368,77,6000,3000,13,169,"6,1","3 değişen, 9 boyalı"
457,1275000,Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2011,239000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,230,1597,156,5200,4600,"9,5",230,"6,5",2 boyalı
458,425000,Opel,Corsa,1.3 CDTI Enjoy,2008,256000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,90,,,"12,7",172,"4,6",Belirtilmemiş
459,810000,Volkswagen,Jetta,1.6 TDi Highline,2013,160000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,105,4400,2500,"11,7",190,"4,7",Belirtilmemiş
460,485000,Opel,Corsa,1.3 CDTI Enjoy,2008,208000,Düz,Dizel,Hatchback/3,Garantisi Yok,Galeriden,Önden Çekiş,4,170,1248,75,,,"14,5",163,"4,6",Belirtilmemiş
461,"1335000 
                                        


                                1295000",BMW,5 Serisi,520d Premium,2012,255000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,380,1995,184,4000,2750,"8,1",225,"5,2",Belirtilmemiş
462,578750,Renault,Symbol,1.5 dCi Touch,2016,131605,Düz,Dizel,Sedan,Garantisi Var,Yetkili Bayiden,Önden Çekiş,4,200,1461,75,4000,1750,"14,6",164,"3,9","2 değişen, 3 boyalı"
463,945900,Volkswagen,Golf,1.0 TSi Comfortline,2018,65100,Düz,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,3,200,999,110,5000,2000,"9,9",196,"5,1","2 değişen, 2 boyalı"
464,990000,Volvo,S60,1.6 D Premium,2015,167400,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,270,1560,115,3600,2500,"12,3",190,"4,1",Tamamı orjinal
465,"825000 
                                        


                                812750",Toyota,Corolla,1.6 Touch,2017,88000,Düz,Benzin,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,160,1598,132,6400,4400,10,200,"6,3",Belirtilmemiş
466,995000,Mercedes - Benz,C,C 180 Kompressor BlueEFFICIENCY AMG,2010,179500,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,230,1597,156,5200,4600,"9,5",230,"6,5","1 değişen, 1 boyalı"
467,760000,Peugeot,301,1.5 BlueHDI Active,2020,52000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1499,102,3500,1750,"10,1",190,"3,9",Tamamı orjinal
468,1189000,Audi,A3,A3 Sedan 1.6 TDI Attraction,2016,117400,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,110,3200,1500,"10,7",203,"3,9",Tamamı orjinal
469,800000,Fiat,Egea,1.6 E-Torq Lounge Plus,2018,57000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,152,1598,110,5500,4500,"11,2",192,"6,3",Tamamı orjinal
470,1998750,BMW,5 Serisi,520d Premium,2015,176000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,400,1995,190,4000,1750,"7,7",233,"4,1",Tamamı orjinal
471,539000,Peugeot,301,1.6 BlueHDI Active,2018,169000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,254,1560,102,3750,1750,"10,8",183,"3,9","1 değişen, 5 boyalı"
472,427000,Ford,Fusion,1.6 TDCi Lux,2007,193000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,204,1560,90,4000,1750,"12,9",176,"4,5",2 boyalı
473,"427500 
                                        


                                395000",Renault,Symbol,1.5 dCi Authentique,2012,225,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,,,1401 - 1600 cm3,51 - 75 HP,,,,,,"1 değişen, 3 boyalı"
474,570000,Fiat,Linea,1.3 Multijet Pop,2017,136000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9",Tamamı orjinal
475,1190000,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2016,225000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,120,4000,1750,"10,8",206,4,Belirtilmemiş
476,810000,Renault,Taliant,1.0 Sce Joy,2022,9000,Düz,Benzin,Sedan,Garantisi Var,Galeriden,Önden Çekiş,3,95,999,65,6300,3600,17,157,"5,6",Tamamı orjinal
477,1325000,BMW,3 Serisi,316i M Sport,2014,165000,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,220,1598,136,4350,1350,"9,2",210,"5,8",1 değişen
478,485500,Renault,Symbol,1.5 dCi Joy,2015,175000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,75,4000,1750,"14,6",164,"3,9","1 değişen, 1 boyalı"
479,395000,Hyundai,Getz,1.5 CRDi VGT Start,2009,195000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,216,1493,88,4000,1900,"12,1",173,"4,5","3 değişen, 3 boyalı"
480,555000,Renault,Symbol,1.5 dCi Joy,2018,194000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,220,1461,90,4000,1750,"12,2",167,"3,9",5 boyalı
481,660000,Dacia,Sandero,1.5 dCi Stepway,2017,167000,Düz,Dizel,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,4,220,1461,90,4000,1750,"11,8",167,4,Belirtilmemiş
482,675000,Hyundai,i20,1.2 MPI Style,2015,132000,Düz,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,121,1248,84,6000,4000,"12,7",170,"5,1",4 boyalı
483,550000,Chevrolet,Cruze,1.6 WTCC Edition Plus,2012,195000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,154,1598,124,6400,4200,"10,9",190,"6,5",Belirtilmemiş
484,152000,Renault,R 12,Toros,1989,109000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,,1397,72,5100,3000,,,,Belirtilmemiş
485,670000,BMW,1 Serisi,116i Comfort,2011,120000,Otomatik,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Arkadan İtiş,4,150,1596,116,6000,4300,"12,3",197,"7,5",2 boyalı
486,"929000 
                                        


                                899000",Honda,Civic,1.6 i-VTEC ECO Elegance,2014,143000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,152,1598,125,6500,4300,"9,9",200,"6,7",Belirtilmemiş
487,1238000,Hyundai,Elantra,1.6 MPI Elite Plus,2019,109000,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,155,1591,127,6300,4850,"11,6",195,"6,7",Tamamı orjinal
488,2150000,Mercedes - Benz,C,C 200 BlueTEC Exclusive,2017,166000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,320,1598,136,3800,2600,"9,7",218,"4,2",Tamamı orjinal
489,1400000,BMW,3 Serisi,320d Techno Plus,2014,264000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,380,1995,184,4000,1750,"7,6",230,"4,4",Tamamı orjinal
490,1250000,Audi,A5,A5 Sportback 2.0 TDI,2011,278000,Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,380,1968,177,4200,1750,"7,9",225,"4,8",4 boyalı
491,1595000,BMW,5 Serisi,520i Premium,2014,189000,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,250,1592,170,6000,4700,"8,7",226,"6,7",2 boyalı
492,1695000,BMW,5 Serisi,520i Premium,2016,135000,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,250,1592,170,6000,4700,"8,7",226,"6,7",2 boyalı
493,870000,Ford,Focus,1.5 TDCi Trend X,2015,137000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,300,1499,120,3600,1750,"10,9",193,"4,2","2 değişen, 1 boyalı"
494,910000,Volkswagen,Jetta,1.4 TSi BlueMotion Trendline,2016,154408,Yarı Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1395,125,5000,1400,"9,6",206,5,Tamamı orjinal
495,388000,Opel,Corsa,1.3 CDTI Essentia,2004,259000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,170,1248,70,,,"14,5",165,"4,5",1 boyalı
496,368750,Ford,Focus,1.6 Ghia,2000,320000,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,143,1596,100,6000,4000,"11,2",180,"6,9","1 değişen, 10 boyalı"
497,524000,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012,280000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,262,1582,128,4000,1900,"10,7",190,"5,6",Belirtilmemiş
498,439000,Fiat,Linea,1.3 Multijet Urban,2014,193000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9",Belirtilmemiş
499,1554900,Ford,Focus,1.0 EcoBoost Active X,2023,6115,Yarı Otomatik,Hibrit,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,3,220,999,125,6000,1400,"8,4",208,"5,6",Tamamı orjinal
500,730000,Volkswagen,Passat,2.0 TDi Comfortline,2009,345000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,350,1968,170,4200,1800,"8,6",220,"6,5",Tamamı orjinal
501,810000,Peugeot,308,1.6 BlueHdi Allure,2015,250000,Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,300,1560,122,3500,1750,"10,2",190,"3,5","1 değişen, 3 boyalı"
502,565000,Citroen,C5,1.6 e-HDi Confort,2011,287000,Yarı Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,270,1560,114,3600,1750,"12,6",190,"4,6",Belirtilmemiş
503,615000,Fiat,Bravo,1.6 Mjet Dynamic Plus,2012,121000,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,300,1598,120,4000,1500,"10,5",195,"4,6","1 değişen, 7 boyalı"
504,745000,Fiat,Egea,1.6 Multijet Comfort,2017,205000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,320,1598,120,3750,1750,"9,8",200,"3,9",Tamamı orjinal
505,565000,Ford,C-Max,1.6 TDCi Titanium,2012,328000,Düz,Dizel,MPV,Garantisi Yok,Galeriden,Önden Çekiş,4,270,1560,115,3600,2500,"11,3",184,"4,6",3 boyalı
506,527000,Renault,Symbol,1.5 dCi Joy,2013,165000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,75,4000,1750,"14,6",164,"3,9",Tamamı orjinal
507,489000,Renault,Megane,1.5 dCi Privilege,2009,245000,Düz,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,200,1461,105,4000,2000,"12,7",182,"4,9",4 boyalı
508,180000,Tofaş,Şahin,1.6,1996,429000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,122,1581,101 - 125 HP,5500,3250,,,,Belirtilmemiş
509,395000,Renault,Clio,1.5 dCi Authentique,2007,245000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,160,1461,65,4000,2000,15,163,5,Belirtilmemiş
510,550000,Ford,Focus,1.6 TDCi Trend,2008,187000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1560,110,4000,1750,"11,1",190,"4,5",1 boyalı
511,540000,Renault,Fluence,1.5 dCi Touch Plus,2013,253500,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,90,4000,1750,13,180,"4,5",Belirtilmemiş
512,635000,Renault,Megane,1.6 Expression,2012,156500,Otomatik,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,151,1598,110,6000,4250,"13,9",180,"7,7","1 değişen, 1 boyalı"
513,810000,Ford,Focus,1.6 TDCi Trend X,2015,150000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,230,1560,95,3600,1500,"12,6",182,"4,5",Tamamı orjinal
514,2375000,Mercedes - Benz,E,250 Premium,2013,163812,Otomatik,Benzin,Cabrio,Garantisi Yok,Galeriden,Arkadan İtiş,,,1801 - 2000 cm3,201 - 225 HP,,,,,,Belirtilmemiş
515,1300000,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2016,121000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,120,4000,1750,"10,8",206,4,Belirtilmemiş
516,1520000,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2016,155000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,120,4000,1750,"10,8",206,4,Tamamı orjinal
517,567000,Opel,Astra,1.3 CDTI Essentia Konfor,2010,193000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,90,2500,1750,"13,7",172,"4,9",1 boyalı
518,2000000,Mercedes - Benz,C,C 200 d BlueTEC AMG,2018,54000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,320,1598,136,3800,2600,"9,7",218,"4,2",Tamamı orjinal
519,880000,Honda,Jazz,1.3 Elegance,2017,51000,Otomatik,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,123,1318,102,6000,5000,"12,3",182,"4,9",1 değişen
520,660000,Fiat,Egea,1.6 Multijet Lounge,2016,205000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,320,1598,120,3750,1750,"9,8",200,"3,9",Belirtilmemiş
521,440000,Renault,Megane,1.6 Dynamique,2004,263000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,152,1598,115,,,"11,1",193,"6,9",Belirtilmemiş
522,815000,Volkswagen,Polo,1.4 Chrome Edition,2013,63000,Yarı Otomatik,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,132,1390,85,5000,3800,"11,9",177,"5,8",Tamamı orjinal
523,525000,Renault,Fluence,1.5 dCi Extreme Edition,2012,316000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1461,110,4000,2000,"11,5",185,"4,4",Belirtilmemiş
524,499000,Fiat,Punto,Grande 1.4 Fire Active,2007,62000,Yarı Otomatik,Benzin,Hatchback/3,Garantisi Yok,Galeriden,Önden Çekiş,4,115,1368,77,6000,3000,"13,2",165,"6,1",Belirtilmemiş
525,574000,Renault,Fluence,1.5 dCi Extreme,2012,265000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1461,110,4000,2000,"11,5",185,"4,4",2 boyalı
526,278000,Renault,Megane,1.6 RXT,1999,260000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,148,1598,107,,,"9,8",195,7,Belirtilmemiş
527,200000,Tofaş,Doğan,S,1994,200000,Düz,LPG & Benzin,Sedan,Garantisi Var,Galeriden,Arkadan İtiş,4,130,1581,83,5800,2900,"13,1",170,"6,5",Belirtilmemiş
528,565000,Renault,Fluence,1.5 dCi Privilege,2010,190000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1461,105,4000,2000,"11,4",186,"4,5",Belirtilmemiş
529,1195000,Audi,A3,A3 Sedan 1.6 TDI,2016,122500,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,110,3200,1500,"10,7",203,"3,7",2 boyalı
530,420000,Renault,Megane,1.5 dCi Expression,2007,297000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,100,4000,1900,"12,8",179,"4,6",Belirtilmemiş
531,652750,Ford,Fiesta,1.25 Trend X,2016,57000,Düz,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,114,1242,82,5800,4200,"13,3",168,"5,2",Belirtilmemiş
532,1165000,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017,172000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,120,4000,1500,"10,8",206,4,Belirtilmemiş
533,255000,Renault,R 9,1.4 Broadway GTE,1994,223100,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,,1390,83,5750,3500,,168,,Belirtilmemiş
534,205000,Renault,R 12,Toros,1993,141200,Düz,LPG & Benzin,Station wagon,Garantisi Yok,Galeriden,Önden Çekiş,4,,1397,72,5100,3000,,,,Belirtilmemiş
535,605000,Renault,Symbol,1.5 dCi Joy,2017,176000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,75,4000,1750,"14,6",164,"3,9",Belirtilmemiş
536,"482000 
                                        


                                472000",Renault,Symbol,1.5 dCi Joy,2016,175000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,220,1461,90,4000,1750,"12,2",167,"3,9","1 değişen, 6 boyalı"
537,"850000 
                                        


                                825000",Renault,Megane,1.5 dCi Touch,2017,151000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1461,110,4000,1750,"12,5",190,"3,8","1 değişen, 3 boyalı"
538,1200000,BMW,3 Serisi,316i Modern Line,2012,143000,Otomatik,Benzin,Sedan,Garantisi Var,Galeriden,Arkadan İtiş,4,220,1598,136,4350,1350,"9,2",210,"5,8",Belirtilmemiş
539,1299000,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,122000,Yarı Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,250,1598,120,4000,1750,"10,8",206,4,"2 değişen, 3 boyalı"
540,350000,Fiat,Palio,1.3 Multijet Active,2006,299104,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,180,1248,70,4000,1750,14,164,"4,6","3 değişen, 5 boyalı"
541,570000,Citroen,C-Elysee,1.6 HDi Exclusive,2015,94000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,230,1560,93,3500,1750,"11,2",180,"4,1","1 değişen, 3 boyalı"
542,305000,Renault,Megane,1.6 RTE,1998,274000,Düz,LPG & Benzin,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,137,1598,90,,,"11,5",184,"7,2",Tamamı orjinal
543,629750,Ford,Fiesta,1.5 TDCi Titanium,2014,102000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,185,1498,75,4000,1700,"13,5",167,"3,7","1 değişen, 1 boyalı"
544,599750,Seat,Ibiza,1.4 Sport Tourer Style,2013,158500,Düz,Benzin,Station wagon,Garantisi Yok,Galeriden,Önden Çekiş,4,132,1390,85,5000,3800,"12,4",177,"5,9",Tamamı orjinal
545,729750,Dacia,Sandero,0.9 TCe Stepway Easy-R,2019,33113,Yarı Otomatik,Benzin,Hatchback/5,Garantisi Var,Yetkili Bayiden,Önden Çekiş,3,140,898,90,5000,2250,"11,1",168,"5,1","1 değişen, 1 boyalı"
546,575000,Ford,Fiesta,1.5 TDCi Trend X,2014,230000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,185,1498,75,4000,1700,"13,5",167,"3,7",Belirtilmemiş
547,1180000,Audi,A4,A4 Sedan 2.0 TDI,2012,270000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,320,1968,143,4200,1750,"9,1",210,"4,8",5 boyalı
548,600000,Mercedes - Benz,E,200,1995,192900,Düz,Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,,1997,136,,,,,,Belirtilmemiş
549,"300000 
                                        


                                285000",Peugeot,206,1.4 X-Line,2003,320000,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,120,1360,76,5500,3400,"12,7",171,"6,4",Tamamı orjinal
550,992700,Honda,Civic,1.6 i-VTEC Eco Executive,2017,133000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,152,1597,125,6500,4300,"11,6",196,"6,7","1 değişen, 2 boyalı"
551,1100000,Ford,Focus,1.6 Ti-VCT Titanium,2018,58000,Yarı Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,159,1596,125,6000,4000,"10,9",192,"6,3",Tamamı orjinal
