,price_try,make,series,model,year,km,transmission,fuel,body_type,warranty,from_,wheel_drive,cylinder_number,torque_nm,engine_capacity_cc,engine_power_hp,max_power_rpm,min_power_rpm,acceleration_0to100_sec,max_speed_kmh,average_fuel_consumption_lt,painted_changed
1169,1685000,Honda,Accord,1.5 VTEC Executive Plus,2022,32000,Otomatik,Benzin,Sedan,Garantisi Var,Sahibinden,Önden Çekiş,4,260,1498,190,5500,1600,"8,9",190,"7,3",Belirtilmemiş
1170,870000,Renault,Megane,1.6 Joy,2018,73900,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,156,1598,115,5500,4000,"11,8",190,"6,3",Tamamı orjinal
1171,635000,Citroen,C3,1.4 VTi Collection,2013,94500,Yarı Otomatik,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,136,1397,96,6000,4000,"13,2",184,"5,6",Tamamı orjinal
1172,1350000,Audi,A4,A4 Sedan 2.0 TDI,2014,164000,Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,320,1968,150,4200,1750,"9,1",210,"4,8",1 boyalı
1173,166000,Hyundai,Excel,1.5 GLS,1993,45000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,124,1468,71,5500,3000,,,,Belirtilmemiş
1174,400000,Opel,Astra,1.6 GL,2001,265000,Düz,Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,150,1598,100,,,"11,5",188,"7,4","1 değişen, 8 boyalı"
1175,360000,Hyundai,Accent,1.3 Admire,2003,244000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,114,1341,86,5500,3000,"14,7",169,"6,7",Belirtilmemiş
1176,1605000,Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,149000,Otomatik,Dizel,Sedan,,Sahibinden,Arkadan İtiş,4,320,1598,136,3800,2600,"9,7",218,"4,2",Belirtilmemiş
1177,485000,Fiat,Punto,Grande 1.4 Fire Active,2009,189517,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,,,,,,,,,,,Tamamı orjinal
1178,300000,Renault,Megane,1.6 Dynamique,2005,205000,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,152,1598,115,,,"10,9",192,"6,8",Tamamı orjinal
1179,800000,Fiat,Egea,1.4 Fire Easy,2023,6600,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,127,1368,95,6000,4500,"11,5",185,"5,7",Belirtilmemiş
1180,1015000,Skoda,SuperB,1.6 TDI Prestige,2016,176000,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,250,1598,120,3500,1500,11,206,"4,1",Belirtilmemiş
1181,885000,Ford,Focus,1.6 TDCi Style,2014,58600,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,270,1560,115,3600,2500,"10,9",180,"4,5",Tamamı orjinal
1182,435000,Chevrolet,Aveo,1.4 SE,2009,162040,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,130,1399,94,6200,3400,"11,9",170,7,Belirtilmemiş
1183,205000,Tofaş,Doğan,S,1994,111111,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,130,1581,83,5800,2900,"13,1",170,"6,5",Belirtilmemiş
1184,415000,Renault,Symbol,1.5 dCi Expression,2010,186250,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,160,1461,65,3750,1900,"16,5",160,"4,5",3 boyalı
1185,245000,Renault,Laguna,2.0 RXT,1998,300000,Düz,LPG & Benzin,Station wagon,,Sahibinden,Önden Çekiş,4,182,1948,139,,,"9,9",200,9,Belirtilmemiş
1186,390000,Hyundai,Getz,1.4 DOHC Start,2010,283000,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,125,1399,97,6000,3200,"11,2",170,6,Belirtilmemiş
1187,355000,Renault,Symbol,1.5 dCi Authentique,2007,187000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,160,1461,65,3750,1900,"16,5",160,"4,5",Belirtilmemiş
1188,479000,Opel,Astra,1.6 Enjoy,2005,257500,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,150,1598,105,6000,3900,"12,3",185,"6,6",Tamamı orjinal
1189,390000,Renault,Megane,1.6 Dynamique,2006,231800,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,151,1598,110,6000,4250,"11,1",193,"6,8","4 değişen, 8 boyalı"
1190,362500,Renault,Symbol,1.5 dCi Extreme,2008,240000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,160,1461,65,3750,1900,"16,5",160,"4,5",Belirtilmemiş
1191,1150000,Mercedes - Benz,CLA,200 AMG,2013,276000,Otomatik,Benzin,Coupe,,Sahibinden,Önden Çekiş,4,250,1595,156,5300,4000,"8,6",230,"5,1","1 değişen, 1 boyalı"
1192,565000,Volkswagen,Polo,1.6 TDi Comfortline,2011,230000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,230,1598,90,4200,2500,"11,5",180,"4,2",3 değişen
1193,475000,Fiat,Linea,1.3 Multijet Active Plus,2012,167500,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9",Belirtilmemiş
1194,622000,Renault,Clio,1.5 dCi Joy,2015,191000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,200,1461,75,,,"14,3",168,"3,6",Belirtilmemiş
1195,220000,Tata,Indica,1.4 DLX,2006,256000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,85,1405,54,,,17,140,"5,7",1 değişen
1196,375000,Renault,Megane,1.5 dCi Authentique,2004,290800,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,185,1461,80,,,"14,3",170,"4,6",3 boyalı
1197,220000,Ford,Escort,1.6 CLX,1997,136000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,130,1597,90,5300,3000,"12,3",177,,Belirtilmemiş
1198,765000,Toyota,Corolla,1.4 D-4D Elegant,2011,138000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,205,1364,90,3800,1800,"14,8",175,"4,8",Belirtilmemiş
1199,619000,Seat,Ibiza,1.2 TSI Style,2015,91000,Yarı Otomatik,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,175,1197,105,5000,1550,"9,7",190,"5,3","1 değişen, 4 boyalı"
1200,330000,Honda,Accord,2.0 LS,1998,302000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,184,1997,147,6000,5000,"9,9",210,"8,5",2 değişen
1201,277000,Fiat,Palio,1.4 EL,2001,278000,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,115,1368,77,6000,3000,13,169,"6,1",Belirtilmemiş
1202,690000,Honda,Civic,1.6 i-VTEC Premium,2010,108800,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,152,1595,125,6500,4200,"10,3",197,"6,7","2 değişen, 3 boyalı"
1203,535000,Hyundai,Accent Blue,1.6 CRDI Biz,2013,266000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,262,1582,128,4000,1900,"10,1",190,"4,4","2 değişen, 3 boyalı"
1204,550000,Renault,Symbol,1.5 dCi Dynamique,2011,103,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,160,1461,65,3750,1900,"16,5",160,"4,5",Belirtilmemiş
1205,355000,Toyota,Corolla,1.6 XLi,1995,244000,Düz,LPG & Benzin,Station wagon,,Sahibinden,Önden Çekiş,4,145,1587,114,,,10,195,,Belirtilmemiş
1206,175000,Opel,Vectra,2.0 GLS,1992,375000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,,1998,115,,,,,,1 boyalı
1207,714000,Opel,Astra,1.6 Edition Plus,2016,130000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,155,1598,115,6000,4000,"11,9",193,"6,5",Tamamı orjinal
1208,739000,Renault,Clio,1.5 dCi Touch,2016,102900,Yarı Otomatik,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,220,1461,90,4000,1750,"12,9",176,"3,7",Tamamı orjinal
1209,415000,Hyundai,Getz,1.5 CRDi VGT,2008,198000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,235,1493,110,4000,1900,"11,1",180,"4,5","3 değişen, 6 boyalı"
1210,1625000,Mercedes - Benz,E,250 CGI AMG Premium,2012,129000,Otomatik,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,300,1796,204,5500,2000,"7,2",241,"7,6",1 boyalı
1211,450000,Fiat,Punto,Grande 1.4 Starjet Dynamic,2006,270000,Düz,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,125,1368,95,6000,4500,"11,4",178,6,Tamamı boyalı
1212,550000,BMW,7 Serisi,730i Standart,1995,282000,Otomatik,Benzin,Sedan,Garantisi Yok,Sahibinden,Arkadan İtiş,8,290,2997,218,5800,4500,"9,7",234,,Belirtilmemiş
1213,310000,Renault,Clio,1.4,2002,233000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,127,1390,98,,,"10,5",186,7,"1 değişen, 12 boyalı"
1214,575000,Fiat,Linea,1.3 Multijet Urban,2014,111000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9",1 boyalı
1215,154000,Opel,Omega,2.0 CD,1990,385000,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,,1998,115,,,,,,Tamamı orjinal
1216,525200,Renault,Clio,1.6 Dynamique,2009,62000,Otomatik,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,151,1598,110,6000,4250,"12,2",186,"7,5","2 değişen, 3 boyalı"
1217,475000,Peugeot,107,1.0 Trendy,2008,162876,Yarı Otomatik,Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,3,93,998,69,6000,3600,14,157,"4,6",Belirtilmemiş
1218,555000,Ford,Fiesta,1.5 TDCi Trend X,2016,186000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,185,1498,75,4000,1700,"13,5",167,"3,7","1 değişen, 3 boyalı"
1219,455000,Renault,Megane,1.5 dCi Dynamique,2010,286000,Düz,Dizel,Coupe,,Sahibinden,Önden Çekiş,4,240,1461,105,4000,2000,"10,9",190,"4,5","1 değişen, 11 boyalı"
1220,680000,Hyundai,Elantra,1.6 D-CVVT Mode Plus,2012,93000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,158,1591,132,6300,4850,"10,7",200,"6,4",Belirtilmemiş
1221,509900,Toyota,Yaris,1.0 Terra,2006,112000,Yarı Otomatik,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,3,95,998,69,6000,3600,"16,9",155,"5,3",Tamamı orjinal
1222,588750,Ford,Focus,1.6 Ti-VCT Trend,2010,205000,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,155,1596,115,6000,4150,11,193,"6,6",1 değişen
1223,920000,Toyota,Corolla,1.8 Hybrid Flame X-Pack,2019,66000,Otomatik,Hibrit,Sedan,,Sahibinden,Önden Çekiş,4,142,1798,98,5200,3600,11,180,"3,5",1 değişen
1224,430000,Fiat,Linea,1.3 Multijet Emotion,2010,255000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,200,1248,90,4000,1750,"13,8",170,"4,9",Belirtilmemiş
1225,1875000,Volkswagen,Passat,1.6 TDi BlueMotion Elegance,2019,92000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,250,1598,120,4000,1500,"10,8",206,4,Belirtilmemiş
1226,180000,Tofaş,Şahin,1.4,1994,55555,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,105,1372,71,5500,3500,"13,5",162,"6,6",2 değişen
1227,475000,Fiat,Linea,1.3 Multijet Easy,2013,180000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9","2 değişen, 6 boyalı"
1228,500000,Fiat,Egea,1.3 Multijet Easy,2016,154000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,200,1248,95,3750,1500,"11,7",183,"4,1",Belirtilmemiş
1229,1060000,Volkswagen,Passat,1.6 TDi BlueMotion Exclusive,2013,139000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,250,1598,105,4400,2500,"12,2",195,"4,3",1 boyalı
1230,275000,Renault,R 9,1.4 Broadway RNi,1998,156000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,,1397,72,,,,175,,Belirtilmemiş
1231,600000,Toyota,Auris,1.6 Comfort,2008,101000,Düz,Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,157,1598,124,6000,5200,"10,4",190,"7,1",Belirtilmemiş
1232,720000,Opel,Astra,1.6 Edition,2015,132000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,155,1598,115,6000,4000,"11,9",193,"6,5",Tamamı orjinal
1233,415000,Opel,Astra,1.6 Enjoy,2006,189000,Düz,LPG & Benzin,Station wagon,Garantisi Yok,Sahibinden,Önden Çekiş,4,150,1598,105,,,"12,3",185,"6,6",Belirtilmemiş
1234,627500,Fiat,Linea,1.6 Multijet Lounge,2013,141000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,290,1598,105,4000,1500,11,190,"5,1","1 değişen, 2 boyalı"
1235,500000,Fiat,500 Ailesi,500L 1.3 Mjet Cross Plus,2018,504788,Düz,Dizel,MPV,,Sahibinden,Önden Çekiş,4,200,1248,95,3750,1500,"14,3",166,"4,2",Tamamı orjinal
1236,827500,Fiat,Egea,1.4 Fire Urban,2021,13000,Düz,LPG & Benzin,Sedan,Garantisi Var,Sahibinden,Önden Çekiş,4,127,1368,95,6000,4500,"11,8",186,"6,4",Tamamı orjinal
1237,725000,Ford,C-Max,1.6 TDCi Trend,2013,112000,Düz,Dizel,MPV,,Sahibinden,Önden Çekiş,4,270,1560,115,3600,1750,"11,3",184,"4,6",2 değişen
1238,490000,Fiat,Linea,1.3 Multijet Urban,2012,198000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9",Belirtilmemiş
1239,258000,Opel,Vectra,1.6 Comfort,2000,340000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,150,1598,100,,,"12,5",193,"7,2","7 değişen, 1 boyalı"
1240,675000,Renault,Clio,1.5 dCi Joy,2015,144000,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,200,1461,75,,,"14,3",168,"3,6",1 değişen
1241,505000,Hyundai,Accent Era,1.4 Mode,2011,197000,Otomatik,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,125,1399,97,6000,4700,"14,5",168,"7,6",2 boyalı
1242,410000,Fiat,Punto,Grande 1.3 Multijet Active,2008,250000,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,190,1248,75,4000,1750,"13,6",165,"4,5","1 değişen, 2 boyalı"
1243,585000,Honda,Civic,1.6 i-VTEC Elegance,2007,302000,Otomatik,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,152,1595,125,6500,4200,"10,3",192,"7,1",8 boyalı
1244,270000,Tofaş,Kartal,1.6 ie,2000,290000,Düz,LPG & Benzin,Station wagon,Garantisi Yok,Sahibinden,Arkadan İtiş,4,131,1581,83,5800,3250,,168,,Tamamı boyalı
1245,575000,Dacia,Sandero,1.0 Ambiance,2017,56000,Düz,Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,3,97,999,75,6300,3500,"14,5",151,"5,4",Tamamı orjinal
1246,929500,Honda,Civic,1.6 i-VTEC Executive,2018,129600,Otomatik,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,152,1597,125,6500,4300,"11,6",196,"6,7","3 değişen, 4 boyalı"
1247,300000,Volkswagen,Polo,1.4 Comfortline,2001,258,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,126,1390,100,,,"10,4",188,"6,7","2 değişen, 11 boyalı"
1248,435500,Peugeot,307,1.6 Technoplus,2004,200000,Otomatik,LPG & Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,147,1587,110,,,14,186,"7,9",4 boyalı
1249,525000,Hyundai,i20,1.4 CRDi Team,2010,125000,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,225,1396,75,4000,1750,"16,2",161,"4,4",1 boyalı
1250,698000,Fiat,Egea,1.4 Fire Urban Plus,2020,84000,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,127,1368,95,6000,4500,"11,5",185,"5,7",Tamamı orjinal
1251,518000,Hyundai,Accent Era,1.4 Team,2011,222000,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,125,1399,97,6000,4700,"12,3",177,"6,5",1 boyalı
1252,190000,Tofaş,Doğan,S,1999,58762,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,130,1581,83,5800,2900,"13,1",170,"6,5",2 değişen
1253,470000,Chevrolet,Cruze,1.6 LS,2010,222000,Düz,Benzin,Sedan,Garantisi Var,Sahibinden,Önden Çekiş,4,154,1598,124,6300,3800,"10,9",190,"6,5",Belirtilmemiş
1254,580000,Renault,Fluence,1.5 dCi Extreme,2011,208000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,240,1461,105,4000,2000,"11,4",186,"4,5",Tamamı orjinal
1255,540000,Renault,Symbol,1.5 dCi Joy,2014,144000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,220,1461,90,4000,1750,"12,2",167,"3,9",2 değişen
1256,350000,Mercedes - Benz,190,190 E 2.0,1988,315000,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,,1997,123,,,,,,11 boyalı
1257,718000,Opel,Insignia,1.4 T Edition,2012,140000,Düz,Benzin,Sedan,,Sahibinden,Önden Çekiş,4,200,1364,140,4900,1850,"10,9",205,"5,6",Belirtilmemiş
1258,165000,Fiat,Uno,70 S,1998,300000,Düz,LPG & Benzin,Hatchback/5,Garantisi Var,Sahibinden,Önden Çekiş,4,90,1372,71,5750,3500,,,,1 değişen
1259,605000,Ford,Fiesta,1.5 TDCi Titanium,2014,223000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,185,1498,75,4000,1700,"13,5",167,"3,7",2 boyalı
1260,1395000,Mercedes - Benz,E,200 Kompressor Elegance,2003,68000,Otomatik,Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,240,1796,163,,,"9,9",227,"8,7",Tamamı orjinal
1261,320000,Renault,Clio,1.5 dCi Authentique,2005,299000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,160,1461,65,,,15,162,"4,7",Belirtilmemiş
1262,105000,Lada,Vega,1.6,2000,315000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,130,1596,90,5600,3600,"12,5",185,"6,8",4 boyalı
1263,568000,Toyota,Corolla,1.4 D-4D Comfort,2009,203000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,190,1364,90,3800,1800,12,175,"4,9",3 boyalı
1264,620000,Volkswagen,Jetta,1.6 TDi Comfortline,2011,263000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,250,1598,105,4400,2500,"11,7",190,"4,7","2 değişen, 7 boyalı"
1265,453000,Ford,Fiesta,1.4 TDCi Trend,2012,225000,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,160,1398,70,4000,1750,"14,9",162,"4,2","1 değişen, 4 boyalı"
1266,315000,Opel,Vectra,2.0 CD,1997,237000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,188,1998,136,,,10,215,"8,7",Tamamı orjinal
1267,250000,Renault,R 19,1.6 Europa RT,1996,245000,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,,,,,,,,,,Belirtilmemiş
1268,690000,Honda,Civic,1.6 i-VTEC ES,2004,249000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,152,1590,110,6300,4800,"11,3",192,7,"1 değişen, 11 boyalı"
1269,750000,Opel,Astra,1.6 Edition,2015,140000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,155,1598,115,6000,4000,"11,9",193,"6,5",Belirtilmemiş
1270,740000,Renault,Fluence,1.5 dCi Icon,2015,203000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,240,1461,110,4000,2000,"11,5",185,"4,4",3 boyalı
1271,1370000,BMW,5 Serisi,520i Comfort,2013,200000,Otomatik,Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,250,1592,170,6000,4700,"8,7",226,"6,7","1 değişen, 2 boyalı"
1272,650000,Mercedes - Benz,E,320 CDI Elegance,2001,302000,Otomatik,Dizel,Sedan,Garantisi Yok,Sahibinden,Arkadan İtiş,6,470,3222,197,,,"8,9",230,"7,8",Belirtilmemiş
1273,1210000,Volkswagen,Golf,1.6 TDi Highline,2018,158377,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,250,1598,,4400,2500,"11,2",189,"4,7",Belirtilmemiş
1274,735000,Fiat,Egea,1.6 Multijet Easy,2018,115000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,320,1598,120,3750,1750,"9,8",200,"3,9",4 boyalı
1275,610000,Volkswagen,Golf,1.6 Primeline,2007,213000,Düz,LPG & Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,148,1595,102,,,12,180,"7,9",1 değişen
1276,725000,Ford,Focus,1.6 TDCi Titanium X,2013,180200,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,270,1560,115,3600,2500,"10,9",193,"4,2",3 boyalı
1277,580000,Renault,Megane,1.6 Expression,2010,155550,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,151,1598,110,6000,4250,"10,5",195,"6,9",2 boyalı
1278,1200000,Mercedes - Benz,E,200 Avantgarde,1997,60000,Otomatik,Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,190,1998,136,,,"11,8",202,"9,6",Belirtilmemiş
1279,468000,Toyota,Corolla,1.4 D-4D Terra,2006,240000,Yarı Otomatik,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,190,1364,90,3800,3000,"14,5",180,"4,9",4 boyalı
1280,1300000,BMW,5 Serisi,525d xDrive xDrive,2012,251000,Otomatik,Dizel,Sedan,Garantisi Yok,Sahibinden,4WD (Sürekli),4,450,1995,218,4400,1500,7,240,"5,1","1 değişen, 7 boyalı"
1281,168000,Tofaş,Şahin,1.6,1994,25000,Düz,LPG & Benzin,Sedan,,Sahibinden,Arkadan İtiş,4,122,1581,,5500,3250,,,,Belirtilmemiş
1282,410000,Renault,Megane,1.5 dCi Dynamique,2005,264000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,200,1461,86,4000,1900,"12,8",175,"4,7",Belirtilmemiş
1283,248000,Renault,Clio,1.4 RT,1998,191600,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,114,1390,75,6000,3500,"12,1",170,"6,8",Belirtilmemiş
1284,167500,Renault,R 12,Toros,1992,49266,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,,1397,72,5100,3000,,,,Belirtilmemiş
1285,530000,Ford,Fiesta,1.5 TDCi Trend,2013,186743,Düz,Dizel,Hatchback/5,,Sahibinden,Önden Çekiş,4,185,1498,75,4000,1700,"13,5",167,"3,7",2 boyalı
1286,380000,Renault,Symbol,1.5 dCi Authentique,2007,294000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,160,1461,85,3750,1900,"16,5",160,"4,5",Belirtilmemiş
1287,625000,Renault,Latitude,1.5 dCi Executive,2011,228000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,240,1461,110,4000,1750,"12,8",182,5,2 boyalı
1288,560000,Chevrolet,Cruze,1.6 LT Plus,2012,180000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,154,1598,124,6300,3800,"10,9",190,"6,5",Belirtilmemiş
1289,296000,Opel,Vectra,2.0 GLS,1996,243000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,188,1998,136,,,10,215,"8,7",Belirtilmemiş
1290,805000,Opel,Astra,1.6 Edition,2014,58250,Düz,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,155,1598,115,6000,4000,"12,3",185,"6,6",Tamamı orjinal
1291,839000,Honda,Civic,1.6 i-VTEC Eco Premium,2013,194000,Otomatik,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,152,1595,125,6500,4200,"10,3",192,"6,7",Tamamı orjinal
1292,335000,Fiat,Brava,1.6 SX,2001,167000,Otomatik,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,144,1581,103,5750,4250,"12,2",180,"9,2",Tamamı boyalı
1293,455000,Hyundai,Accent Era,1.5 CRDi Team,2011,287000,Düz,Dizel,Sedan,Garantisi Yok,Sahibinden,Önden Çekiş,4,235,1493,110,4000,1900,"11,5",176,"4,6",Tamamı orjinal
1294,165000,Fiat,Marea,1.6 ELX,1998,261000,Düz,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,144,1581,103,5750,4000,"10,7",187,"8,1",Belirtilmemiş
1295,679000,Hyundai,i30,1.6 GDi Style,2013,139000,Düz,Benzin,Hatchback/5,,Sahibinden,Önden Çekiş,4,157,1591,135,6300,4850,"9,9",195,"5,7",Tamamı orjinal
1296,920000,Volkswagen,Passat Variant,1.6 TDi BlueMotion Comfortline,2012,220000,Düz,Dizel,Station wagon,Garantisi Yok,Sahibinden,Önden Çekiş,4,250,1598,105,4400,2500,"12,5",193,"4,4",3 boyalı
1297,250000,Volkswagen,Vento,1.9 TDi CL,1995,192000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,225,1896,110,,,"11,5",192,5,Belirtilmemiş
1298,360000,Seat,Leon,1.6 Stella,2001,342000,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,145,1595,100,,,"11,4",188,"7,7","1 değişen, 12 boyalı"
1299,750000,Hyundai,Accent Blue,1.6 CRDI Biz,2014,105000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,262,1582,128,4000,1900,"10,1",190,"4,4",Belirtilmemiş
1300,720000,Renault,Fluence,1.5 dCi Touch,2015,207000,Düz,Dizel,Sedan,,Sahibinden,Önden Çekiş,4,200,1461,90,4000,1750,13,180,"4,5",Belirtilmemiş
1301,1120000,Honda,Civic,1.6 i-VTEC ECO Elegance,2018,69000,Yarı Otomatik,LPG & Benzin,Sedan,,Sahibinden,Önden Çekiş,4,152,1597,125,6500,4300,"11,6",196,"6,7",Belirtilmemiş
